"Region","Risk_Type","Lag","mean_sim","sd_sim","q025","q975"
"UMC","Geophysical",1,-0.00601568897576023,0.263051704640449,-0.517026102119159,0.507326041662218
"UMC","Geophysical",2,-0.00778627519892244,0.231795150374958,-0.446935812968718,0.446261162311031
"UMC","Geophysical",3,-0.0207601502853815,0.184582626245218,-0.375709962576365,0.344495223276785
"UMC","Geophysical",4,-0.131512698028537,0.146465037448299,-0.418790951876373,0.154142316689843
"UMC","Geophysical",5,-0.17576703909806,0.119155427156403,-0.406778232847199,0.0552144394218575
"UMC","Tech",-5,0.196681596000277,0.0683256332702448,0.0558093328174177,0.325990301312076
"UMC","Tech",-4,0.00280732909624137,0.0856423734023651,-0.161638036285056,0.162992994117783
"UMC","Tech",-3,0.00304908549915086,0.107521464281687,-0.199610305016966,0.201028293812202
"UMC","Tech",-2,0.00480064298968783,0.153819621503519,-0.297101362986686,0.295871122657765
"UMC","Tech",-1,0.000588703577253367,0.325903421255599,-0.639281631063596,0.63916053617441
"UMC","Tech",1,0.0148335833595613,0.334875572861744,-0.636580168511936,0.669748653448889
"UMC","Tech",2,0.0013599057041063,0.15324292159601,-0.300989973789039,0.301295806868753
"UMC","Tech",3,-0.032641833130872,0.105875553598512,-0.238372100541018,0.170678590323688
"UMC","Tech",4,-0.160740806214073,0.0817093745879325,-0.316577777783842,-0.00385890855857827
"UMC","Tech",5,-0.199704928024312,0.0651879672973525,-0.325982482696234,-0.0767661246067756
"UMC","Terror",-5,0.118887999944014,0.347189282080104,-0.529980402724549,0.742843532773884
"UMC","Terror",-4,-0.00428835296200797,0.422255252957944,-0.783421934864593,0.769420891390867
"UMC","Terror",-3,-0.0062156461869736,0.428982863822417,-0.802103768045187,0.801204405035456
"UMC","Terror",-2,-0.00953396859130234,0.462775884417369,-0.880841160843522,0.862717338828753
"UMC","Terror",-1,-0.0114943318085244,0.402021159270599,-0.797045485773926,0.740908680425109
"UMC","Terror",1,-0.00610568947639763,0.401245822528897,-0.829220701850296,0.768647470582057
"UMC","Terror",2,0.00656476258543949,0.452491196148001,-0.883880838741975,0.826284089886726
"UMC","Terror",3,0.00351651777828957,0.420231711620777,-0.793768158483154,0.775368861993497
"UMC","Terror",4,0.00372985535308597,0.430056544501551,-0.761212840725841,0.79282979234831
"UMC","Terror",5,0.00315834281896216,0.367442524985371,-0.655835349430219,0.685299806189091
